jobNumber,job_title,job_location,job_description,original_link,original_link_clean,job_company,job_money_unchanged,job_money,salary_description,range_lower,range_upper,original_link_emails,original_link_telephones,image_src_link,image_src_link_path,image_src_link_file,image_link,job_date,indeed_date,original_plain_text,original_html,company_description_indeed,company_revenue_indeed,company_employees_indeed,company_industry_indeed,company_links_indeed
162435,CLEANER - PERMANENT,Glenmore Park NSW,Applications are sought for the position of. Availability of the successful candidate to do other shifts is essential....,http://www.teachers.on.net/view/244112/?ref=c2VhcmNoW29iamVjdC5yZWdpb25dPSZzZWFyY2hbdmFjYW5jeS5sZXZlbF09JnNlYXJjaFt2YWNhbmN5LnN1YmplY3RdPSZzZWFyY2hbdmFjYW5jeS5qb2JfdHlwZV09JmFjdGlvbj1zZWFyY2gmcGFnZU5vPTEy,http://www.teachers.on.net/view/244112/?ref=c2VhcmNoW29iamVjdC5yZWdpb25dPSZzZWFyY2hbdmFjYW5jeS5sZXZlbF09JnNlYXJjaFt2YWNhbmN5LnN1YmplY3RdPSZzZWFyY2hbdmFjYW5jeS5qb2JfdHlwZV09JmFjdGlvbj1zZWFyY2gmcGFnZU5vPTEy,"Caroline Chisholm College, Glenmore Park",,,,,,,,,,,,01-05-2016_16:00,Just posted,"Not a teachers.on.net member?Register now to get access to this position and many more!
Login
Please login to view all of the details that you need to apply for this position.
Create a profile on teachers.on.net. Your details are completely secure and only accessible to authorised member schools. Join today, it's free!Join today
",,,,,,
162424,Clinician,Canberra ACT,A Health Professional at this level will have successfully completed a minimum of 12 months paid professionally relevant workplace experience and all relevant...,http://www.jobs.act.gov.au/jobs/justice-and-community-safety/permanent/36906?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,http://www.jobs.act.gov.au/jobs/justice-and-community-safety/permanent/36906,ACT Government,,,,,,onahu.kocak@act.gov.auor,(02) 6207 7776,,,,,01-05-2016_16:00,Just posted,"Jobs ACT
Page last updated on 
          3 May 2016
The ACT Public Service is an Equal Opportunity Employer. We are committed to the principles of merit-based selection, equity and diversity and procedural fairness in our recruitment process.
Classification:Health Professional Level 2Salary:$59,971 - $82,328Position No:36906Directorate:Justice and Community SafetyAdvertised:03 May 2016Closes:18 May 2016Contact:Ahu Kocak onahu.kocak@act.gov.auor(02) 6207 7776
Fact sheets designed to help guide you through the process of applying for employment in the ACTPS(Image courtesy of ACT Heritage Library, Canberra Times Collection; photographer: Bill Errington)
Employment conditions, ACTPS Directorates and information about  Living in Canberra.
(Image by Dylan Kovacevic.)
",,,,,,
162444,Delivery Drivers. Alexandria,Sydney NSW,Currently seeking several Delivery Drivers for work around the Alexandria area. Your main responsibility will be to deliver goods and products around the Sydney...,http://www.workforce.com.au/job/query/civil-construction-labouers/in/sydney/6623981/,http://www.workforce.com.au/job/query/civil-construction-labouers/in/sydney/6623981/,Workforce International,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/eec9103bacc3a3cb8915a5323255e733.png,https://d2q79iu7y748jz.cloudfront.net/s/_logo,eec9103bacc3a3cb8915a5323255e733.png,/cmp/Workforce-International?from=SERP&campaignid=serp-linkcompanyname&fromjk=fd91de0052bb9429&jcid=496e74a211a2faf7,01-05-2016_16:00,Just posted,"Delivery Drivers. Alexandria

Our Commitment to Safety in the Workplace is our single greatest concern and central to our business philosophy. We invest heavily in safety to ensure the environment in which you work in empowers our people to place their personal safety and that of their work mates above all other priorities.
Workforce International is a wholly Australian-owned company with 27 branches throughout Australia. We offer a comprehensive range of industrial recruitment, labour hire and human resource solutions to clients within numerous industries.
WORKFORCE INTERNATIONAL as an Employer
To be successful:
Currently seeking several Delivery Drivers for work around the Alexandria area. Your main responsibility will be to deliver goods and products around the Sydney Metro region. Reporting the warehouse manager, your time management and communication skills will be crucial to the success of the team.
Delivery Drivers. Alexandria
",,"At Workforce International, we focus on the needs of our customers by: providing flexible recruitment and labour hire services which meet our customers’ needs for quality;  controlling costs so that we deliver maximum value and strengthening relationships with our customers through effective communication.",,,,http://www.workforce.com.au/
162434,Assistant Manager / Cafe Supervisor,Bentleigh VIC,Work alongside the ambitious young and enthusiastic team. (All applications confidential). Working weekends will be common....,https://scoutjobs.com.au/job/6395-assistant-manager-cafe-supervisor?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,https://scoutjobs.com.au/job/6395-assistant-manager-cafe-supervisor,District Brewer PL,,,,,,,,,,,,01-05-2016_16:00,Just posted,"Register Free.
Already have an account?Register
Shortlist jobs, set email alerts and save your job searches.
Don't have an account?Sign in
Shortlist jobs, set email alerts and save your job searches.
Don't have an account?Register
Already have an account?Sign in
Shortlist jobs, set email alerts and save your job searches.
Please upload your resume
Please upload your cover letter
Please use the desktop site if you have not yet uploaded your resume or cover letter to your account.
If you do not yet have an account, please use the desktop site to be able to upload files.
Pleasesign in to your Scout accountto access your saved resumes and cover letters.
Are you a fun-loving, ‘people person’ looking to take the next step in your coffee career? Is your vibrant personality and upbeat attitude infectious? Are you an organisational whiz and a great leader?
Richmond, Victoria, Australia
Immediate start available for an experienced customer focused Hotel Duty Manager. Demonstrated previous experience in a fast paced environment is required as is knowledge of liquor and gaming laws.
Paddington, New South Wales, Australia
                55-60k
Estelle Bistro; located on High Street Northcote, is looking for an experienced Restaurant Manager to lead our dedicated front of house team.
Northcote, Victoria, Australia

(All applications confidential)
Come and chat to us! :)
This is a management role with lots of support, so not to worry, our senior group will always be there along the way.
We are seeking an experienced front of house leader who will delegate and perform day in day out. This person should be self motivated and love what they do. We are offering a great chance to grow with the company, this is a perfect opportinuty for someone who would like to pursue their hospitality dream and continue on with us. The correct candidate should be fully dedicated to the role and go to whatever lengths to support us. Working weekends will be common. Hours will vary. Good pay for good people! We look after our staff!
Have an interest in food.
Work alongside the ambitious young and enthusiastic team.
Understand cafe work flow.
You must be able to make coffee and have a thorough understanding of it too.
We are growing and would love an experienced gun to head up our team here at District Brewer!
Join the management team at District Brewer. First time this position has been offered.
",,,,,,
162423,Accountant,Balcatta WA,"We have a fantastic opportunity available for an accountant to join us in our media and marketing business. In the role of accountant, you will be",https://jobsearch.gov.au/Job/View/Details/2275197708?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,https://jobsearch.gov.au/Job/View/Details/2275197708,,,,,,,,,,,,,01-05-2016_16:00,Just posted,"Accountant - BALCATTA
Education:
The most common level of educational attainment for Accountants is Bachelor degree (55.5 per cent).
Description:
Accountants plan and provide accounting systems and services relating to taxation and the financial dealings of organisations and individuals, and advise on associated record-keeping and compliance requirements.
For information about working in Australia contact theDepartment of Immigration and Border ProtectionExternal link. Opens in a new window.
Warning:Jobs may be filled by the time you make an enquiry
If you are interested in this exciting opportunity, please apply online.

To be the successful candidate we are looking for someone who has accounting degree with excellent communication skills. Ability to work to service standard deadline; must be Australian citizen or PR.

In the role of accountant, you will be responsible for ensuring accurate processing of financial information, preparing budget, undertaking financial analysis on regular basis, assisting management to enhance internal control system etc.

We have a fantastic opportunity available for an accountant to join us in our media and marketing business.
Sign in with AusKey to manage your wage subsidy
Wage subsidy
Sign in or register as an employer
Employer
Sign in or register as a job seeker through myGov
Job seeker
Search for jobs in the resources sector right across Australia
Resources Sector Jobs Board
Helping young people to start work or continue their education
Transition to Work
Get real life work experience for up to 4 weeks to gain skills and confidence
National Work Experience Programme
Find activities to build new skills, experience and confidence
Work for the dole
Be your own boss with the New Enterprise Incentive Scheme
Start your own business
Find out your rights if you’re going to have a baby
Support for working parents
Search for jobs for Indigenous Australians
Indigenous jobs
Find work harvesting fruit and vegies
Harvest jobs
Find out how jobactive works
jobactive for job seekers
Your local jobactive provider can help you find and keep a job
Find a provider
Thousands of jobs online right now
Find a job
Trial a job seeker through work experience before you hire them
National Work Experience Programme
Get help to employ workers with disability
Hire people with disability
Get help with your payroll to employ new staff
Get a wage subsidy
All you need to know about hiring an apprentice
Hire an apprentice
Get up to $10,000 for hiring a mature age worker
Restart for over 50s
The latest news in recruitment
jobactive blog
Find out how jobactive works
jobactive for employers
Your local provider can help find candidates at no cost to you
Get help with your recruitment
Advertise to thousands of candidates at no cost to you
Advertise a job
",,,,,,
162425,Mobile Mentor,Perth WA,Able to obtain a Working with Children (WWC) Check (or your State’s equivalent). Have or be willing to obtain Certificate IV TAE....,http://www.acquireed.com/mobile-mentor,http://www.acquireed.com/mobile-mentor,eddi,,,,,,hello@acquirelearning.com.au,,,,,,01-05-2016_16:00,Just posted,"Mobile Mentor
Disclaimer. Acquire Learning Pty Ltd ABN 29 168 523 279 is not a registered training organisation. Acquire Learning partners with education providers, including registered training organisations, to recruit students and in some cases, bring education opportunities (via the delivery and assessment of courses) to students in an accessible manner. All qualifications issued through Acquire Learning are issued by our registered training organisation partners. Please see our terms of service for more information about the conditions upon which we provide services to you.
© 2015 Acquire Learning Pty Ltd ABN 29 168 523 279. All rights reserved.
1800 9687 3334
hello@acquirelearning.com.au
Selection criteria:
AcquireED is looking for star motivators to take on the role of Mobile Mentor. This revolutionary position will see an excellent communicator with a go-getter attitude drive out to a location convenient to students to assist them through their course. The Mobile Mentor team needs a charismatic and understanding person with a strong work ethic to devote their time to meeting and connecting with students and playing a mentor role. As a superb listener and a solutions-focused person, you will assist our students with their best interests at heart and motivate them to excel in their professional career. This is a highly rewarding role that requires empathy, a great passion for others' development, and a willingness to learn and inspire. Tasks include:
The Role:
",,,,,,
162442,Administrator - Canterbury Bankstown Youth Service,New South Wales,In addition there is a requirement to possess a current Working with Children check or apply if you do not already hold one....,http://careers.missionaustralia.com.au/mob/caw/en/job/977699/administrator-canterbury-bankstown-youth-service?source=IND,http://careers.missionaustralia.com.au/mob/caw/en/job/977699/administrator-canterbury-bankstown-youth-service?,Mission Australia,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/d0c7cfde4a40c8dfe97e69b022ad8c9e.png,https://d2q79iu7y748jz.cloudfront.net/s/_logo,d0c7cfde4a40c8dfe97e69b022ad8c9e.png,/cmp/Mission-Australia?from=SERP&campaignid=serp-linkcompanyname&fromjk=354f15288163cc61&jcid=de1d9a537edc721e,01-05-2016_16:00,Just posted,"MissionAustralia
Powered by PageUp
Manage and complete a range of administrative tasks vital to the efficient running of the office, including supporting other employees

Oops! Please check your email for errors!
Ok, we will send you jobs like this.
We will email you new jobs that match this search.
Back to listRefer a friend

Advertised:May 03 2016Aus. Eastern Standard TimeApplication close:May 09 2016Aus. Eastern Standard Time
Mission Australia is dedicated to increasing opportunities for Aboriginal and Torres Strait Islander Australians. Learn about ourReconciliation Action Plan
Administration Officer – CS Level 4 Campsie May 2016 PD.pdf
For further information regarding working with us visitWorking for Mission Australia.
Click""APPLY NOW""noting applications closeMidnight Monday 9th May 2016
Benefits
As part of our Employment screening process you will be required to undertake a National criminal history check. In addition there is a requirement to possess a current Working with Children check or apply if you do not already hold one. It is unlawful for prohibited persons to apply
Qualifications & experience
Duties
As the Administration Officer within our Youth Services, you will manage and complete a range of administrative tasks vital to the efficient running of the office, including supporting other employees to complete administration duties in an accurate and timely manner (A copy of the position description is provided below).
About the role
Together, we stand with Australians in need until they can stand for themselves.
We reduce homelessness and strengthen communities through homelessness initiatives and affordable housing, early learning and youth services, family support, and employment and skills development.
Mission Australia is a Christian community service organisation with a nationwide team of over 2,900 that helps people to regain their independence.
About Mission Australia
Agency:Community ServicesJob no:977699Work type:Permanent (Full Time)Location:NSWCategories:Various categories
",,"Founded in 1859, Mission Australia is a community service organisation that has been transforming the lives of Australians in need for over 150 years. Leveraging 3,500 employees and 1,700 volunteers, Mission Australia provides 550 community and employment services that help over 300,000 Australians by providing a hand up, a way forward and hope for",,,,http://www.missionaustralia.com.au
162448,Horticulture Trainee with Sorell Council,Sorell TAS,Police check required:. This is an exciting opportunity for a career focused individual to complete a Certificate II Horticulture Traineeship within the...,http://www.megt.com.au/careers/sorell-council-sorell-44-horticulture-trainee-with-sorell-council/?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,http://www.megt.com.au/careers/sorell-council-sorell-44-horticulture-trainee-with-sorell-council/,MEGT Australia Ltd,,,,,,aasninfo@megt.com.au,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/6f129cdcf9c76b3c2182f873cd84ddd7.png,https://d2q79iu7y748jz.cloudfront.net/s/_logo,6f129cdcf9c76b3c2182f873cd84ddd7.png,/cmp/Megt-Australia-Ltd?from=SERP&campaignid=serp-linkcompanyname&fromjk=7926c04f61caae68&jcid=8c9892ab7bdda903,01-05-2016_16:00,Just posted,"Services
© 2016 MEGT Australia Ltd.
Australian Apprenticeship Support Network:Call to sign on an apprentice13 MEGT (13 6348)aasninfo@megt.com.au
MEGT Customer Service:13 6963Education, Recruitment & Group Training of Apprentices and Trainees, Workforce Consulting, Payroll Services.info@megt.com.au
Closing on
      May. 7, 2016
4 daysago
Plumbing
Yarra Glen,Victoria
Closing on
      May. 20, 2016
4 daysago
Retail
Marleston,South Australia
Closing on
      May. 31, 2016
4 daysago
Automotive
Essendon,Victoria
Closing on
      Jun. 30, 2016
1 dayago
Automotive
South Melbourne,Victoria
Closing on
      May. 30, 2016
1 dayago
Building & Construction
Mooroolbark,Victoria
Closing on
      May. 13, 2016
1 dayago
Horticulture
Plenty,Victoria
Closing on
      May. 16, 2016
1 dayago
Automotive
Kingston,Tasmania
Closing on
      May. 13, 2016
10 hoursago
Building & Construction
Braeside,Victoria
Closing on
      Jun. 11, 2016
10 hoursago
Horticulture
Surrey Hills,Victoria
Closing on
      May. 16, 2016
5 hoursago
Horticulture
Sorell,Tasmania
You can alsoregister for job alertsto receive daily or weekly emails about jobs suited to you.

This job not for you?register your interestto be considered for other jobs.
Please note: This role will be physically demanding and we are looking for someone who is committed to the industry, hardworking and is willing to learn all roles associated with this position. Some work experience or pre-vocational training within the industry will be highly regarded.
As a Trainee you will complete a Certificate II in Horticulture whilst gaining valuable hands on industry experience in a supportive environment. Duties may include but are not limited to:
This is an exciting opportunity for a career focused individual to complete a Certificate II Horticulture Traineeship within the Reserves & Parks department of the Sorell Council.
Join  dynamic and forward thinking Sorell Council to begin your career  as a Horticulture Trainee.
Closing on
      May. 16, 2016
5 hoursago
Horticulture
Sorell,Tasmania
",,,,201 to 500,Organization,http://www.megt.com.au
162446,Laboratory Technician - Asphalt,Brisbane QLD,"QLD drivers licence as a minimum. A Certificate IV in Laboratory Techniques will be highly regarded. With more than A$4.4 billion worth of annualised sales,...",http://careers.boral.com.au/mob/cw/en/job/497378/laboratory-technician-asphalt?lApplicationSubSourceID=11291,http://careers.boral.com.au/mob/cw/en/job/497378/laboratory-technician-asphalt?lApplicationSubSourceID=11291,Boral Industries,,,,,,,,,,,/cmp/Boral-Industries?from=SERP&campaignid=serp-linkcompanyname&fromjk=126c7de39d3e46d8&jcid=b455017d27b96f6f,01-05-2016_16:00,Just posted,"
Powered by PageUp
Boral Asphalt have an excellent opportunity for an experienced Laboratory Technician to join our team in Brisbane.

Oops! Please check your email for errors!
Ok, we will send you jobs like this.
We will email you new jobs that match this search.
Back to listRefer a friend

Advertised:May 03 2016E. Australia Standard TimeApplication close:May 15 2016E. Australia Standard Time
Click to Apply.
The Boral Construction Materials & Cement (CM&C) division employs over 4,500 employees & 2,000 contractors across our quarry, concrete, asphalt, concrete placing and cement operations. With around 430 operating sites throughout Australia, BCM&C has a regional focus to serve local markets.
Boral is an international building and construction materials group, with its headquarters in Sydney, Australia. With more than A$4.4 billion worth of annualised sales, Boral has around 12,000 full-time equivalent employees working across over 550 operating sites including joint ventures. Boral produces and distributes a broad range of construction materials, including quarry products, cement, fly ash, pre-mix concrete and asphalt; and building products, including clay bricks and pavers, clay and concrete roof tiles, concrete masonry products, plasterboard and timber. Boral primarily serves customers in the building and construction industries with operations concentrated in three key geographical markets - Australia, the USA and Asia.
On offer:
Must haves:
Key duties:
Based inEagle Farmand reporting to the Technical Supervisor - Asphalt, we are looking for an experiencedAsphalt Laboratory Technician,whose primary focus will be on the day to day sampling and testing of asphalt products.
Agency:Boral Resources QLD P/LJob no:497378Work type:Permanent - full timeLocation:BrisbaneCategories:Laboratory/Testing Services
",,"Boral Limited (Boral) is engaged in the manufacture and supply of building and construction materials in Australia, the United States and Asia. The Company operates in six divisions, including Australian Construction Materials (ACM), Plasterboard, Cement and Timber. In August 2007, the Company acquired the assets of two construction materials businesses",$3 Billion,,Industrial Manufacturing,/Construction-jobs
162447,Water Cart Operator,Melbourne VIC,All candidates will be subject to a drivers licence check and pre-employment medical prior to placement. This new role at Citywide will see the successful...,http://www.bfound.net/BrowserDetect.aspx?detect=True&CoId=2023&rq=11,http://www.bfound.net/BrowserDetect.aspx?detect=True&CoId=2023&rq=11,Citywide,,,,,,,,,,,/cmp/Citywide?from=SERP&campaignid=serp-linkcompanyname&fromjk=ffef2ac2e6fb83a0&jcid=6ceab149b7b2a90d,01-05-2016_16:00,Just posted,"Here is a list of Internet Browsers supported by this website:
Your current Internet Browser is:
            Unknown 0.0(Unknown)

",,"Citywide is a major Australian physical services company providing civil infrastructure, open space and environmental services to government and private enterprise.  Our unique, diversified service model has underpinned the company's rapid growth since its foundation in 1995. Today we deliver integrated services to Australia's most prominent capital",$17.5 Million,51 to 200,Construction,/Real-Estate-jobs
162441,Tractor Operator / Open Space Grounds Maintenance,Melbourne Western Suburbs VIC,"Certificate in Horticulture or related experience. Drivers licence and reliable vehicle. You will be working in a role you love, with a fabulous team...",http://nrmjobs.com.au/search-for-jobs/?g=9651711&title=Tractor%20Operator%20%2F%20Open%20Space%20Grounds%20Maintenance&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,http://nrmjobs.com.au/search-for-jobs/?g=9651711&title=Tractor%20Operator%20%2F%20Open%20Space%20Grounds%20Maintenance,Riverlink,$25.99 - $29.99 an hour,25.99 - 29.99,an hour,25.99,29.99,,,,,,/cmp/Riverlink?from=SERP&campaignid=serp-linkcompanyname&fromjk=b168fd01c3276f2c&jcid=aecf8d8a6b6fc474,01-05-2016_16:00,Just posted,"Environmental jobs, Water jobs, Conservation jobs at NRMjobs
Copyright © 2016Environmental jobs, Water jobs, Conservation jobs at NRMjobs. All Rights Reserved.NRMjobs created byadelaide website design.

APPLY NOW
A unique opportunity with a great company. Don't miss out andAPPLY NOW!
In return for your expertise, we can offer you excellent working conditions with a great hourly rate plus allowances.
You will be working in a role you love, with a fabulous team contributing to conservation, landscaping and open space maintenance across West Melbourne.
Offer
In addition to having your White Card we are seeking talented individuals who possess the following:
You will have previous experience in areas such as farming, grounds maintenance, horticulture and landscaping. Work in the preservation and upkeep of parks, reserves, roadsides and open space with machine operation experience is highly sought.
Skills and Experience
You will be working with a great crew on a variety of sites throughout the west involved in tractor operation along with brushcutting, mowing and horticultural labouring work.
The Role
Our client is a leading commercial landscaper, specialising in infrastructure and natural resource projects throughout Victoria. They are seeking an experienced tractor/slasher operator to work with their open space/grounds maintenance team.
The Client

",,"Mission Statement: RiverLink is a regional non-profit spearheading the economic and environmental revitalization of the French Broad River and its tributaries as a place to work, live and play. ",,2 to 10,,http://www.riverlink.org
162433,Restaurant & Cellar Door Supervisor,Healesville VIC,"Exceeding customers expectation through your team leadership. We will offer the successful applicant a great working environment, consistent hours (including...",http://www.wineindustryjobs.com.au/Employment/restaurant-cellar-door-supervisor-listing-7160.aspx,http://www.wineindustryjobs.com.au/Employment/restaurant-cellar-door-supervisor-listing-7160.aspx,Giant Steps,"$100,000 a year",100000,a year,,,,,,,,/cmp/Giant-Steps?from=SERP&campaignid=serp-linkcompanyname&fromjk=99587459035795d1&jcid=d2147d8ac560f4c6,01-05-2016_16:00,Just posted,"Restaurant & Cellar Door Supervisor
",,"Giant Step, founded in 1990 in New York, is dedicated to promoting new music to a national and international audience of passionate music lovers. From unforgettable shows and events to new album and 12"" releases, Giant Step has stayed true to its core values of innovation, diversity and soulfulness.  ",$3 Million,2 to 10,"Media, News and Publishing",/Consulting-and-Business-Services-jobs
162443,Re-Entry Advisor - North Coast,Sunshine Coast QLD,"Applications will remain current for 12 months. Establish key information sharing and coordination links between the correctional centre, service providers and...",https://smartjobs.qld.gov.au/jobtools/jncustomsearch.viewFullSingle?in_organid=14904&in_jncounter=221515213&in_site=Indeed,https://smartjobs.qld.gov.au/jobtools/jncustomsearch.viewFullSingle?in_organid=14904&in_jncounter=221515213,Queensland Government,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/8c5a62a295ce3c66664b1d4046a45ef5.png,https://d2q79iu7y748jz.cloudfront.net/s/_logo,8c5a62a295ce3c66664b1d4046a45ef5.png,/cmp/Queensland-Government?from=SERP&campaignid=serp-linkcompanyname&fromjk=73788bfbc96a4d38&jcid=033d5c6dd090c8a4,01-05-2016_16:00,Just posted,"Job search

Queensland Government
© The State of Queensland 1995–2014
Any information you submit that could identify you (e.g. name, email address) will be stored securely, and destroyed after we process your feedback.
Information collected through this form is used to improve this website.
Visit the Queensland Graduate Portal
This recruitment portal is your gateway to a wide range of graduate program positions on offer in the Queensland Government.
If you have any questions about your account or accessing this website, pleasecontact our helpdesk.
Before applying for this vacancy please ensure you read the documents below.

Please ensure you download all attachments and follow the instructions on how to apply.

Applications will remain current for 12 months
Contribute to the ongoing review of the re-entry service delivery model through monitoring the efficiency and relevance of service provision supporting the reintegration function and provide ongoing advice on potential improvements
Ensure effective working relationships between QCS and service providers to support the release planning process
Where required provide guidance to contracted service providers in the establishment of offender re-entry support plans and case coordination with a focus on prisoner ownership and involvement in reintegration planning.
Monitor and provide oversight of crisis response services in the community.
Identify and refer offenders returned to custody that could benefit from appropriate service provision that removes barriers to release.
Collation and provision of data and reports on re-entry trends, risks and issues asrequired to Regional Operational Managers as well as Specialist Operations (Offender Rehabilitation and Management Services).
Participate in case conferences with QCS staff and external service providers to formulate appropriate risk management strategies and oversight implementation of these strategies by external providers.
Establish key information sharing and coordination links between the correctional centre, service providers and probation and parole service to ensure appropriate service and support is being provided.Monitoring and analysis of key population data to ensure appropriate identification and allocation of individuals to the right services, internal and external.

This is a newly established permanent position that will initially be filled on a temporary basis.
The purpose of the role is to identify, evaluate and prescribe strategies to efficiently govern management of risk and need during transition of offenders between correctional centres and Probation and Parole offices. This will include liaising with correctional centres, Probation and Parole staff and external service providers to ensure QCS processes and case management of offenders is structured to optimize success on parole within that region, therefore contributing to increased levels of community safety.
",,"Queensland welcomes people from interstate and overseas with ideas, skills and initiative to share a quality of life that ranks with the best in the world. A relaxed lifestyle, affordable homes and easy commuting make Queensland one of Australia's most attractive places to live and work. The people of Queensland enjoy an outdoor lifestyle with world",,10000,,http://www.qld.gov.au/
162415,ePharmacy Warehouse Supervisor,Preston VIC,Experience in an online retail environment will be highly regarded. All successful applicants undergo an Australian Police Check....,https://erecruit1.mercury.com.au/MyChemistRetailGroup/ViewPosition.aspx?id=xsxb+c3/O/g=&jbc=ere,https://erecruit1.mercury.com.au/MyChemistRetailGroup/ViewPosition.aspx?id=xsxb+c3/O/g=&jbc=ere,My Chemist Retail Group,,,,,,,,,,,,01-05-2016_16:00,Just posted,"All successful applicants undergo an Australian Police Check.Please NOTE: Due to the number of applications, only successful candidates will be contacted.
Selection CriteriaApplicants should display a high level of attention to detail and good accuracy. Previous supervision experience of a minimum of 50 employees will be highly regarded.Application InstructionsPlease apply online and ensure all areas of the application are complete.
Skills and Experience:
The main duties and key responsibilities of the role are:
About the RoleTheWarehouse Supervisoris responsible for managing shift operations of the warehouse to meet expectations and KPI's set by the Warehouse Manager. The role will also involve assisting the Warehouse Manager to implement cost reduction principles in all functions of the warehouse and to develop internal policies, procedures and training documents, in a very fast paced, dynamic environment.

About the CompanyAM Solutions is the distribution and administration hub for one of Australia's fastest growing retailers of FMCG. An Australian owned pharmacy who offers great products, great prices, great service and career opportunities.
",,,,,,
162414,Assistant Financial Controller,Sydney NSW,"Relevant tertiary education (desirable). 2 of 5 / Position description:. Develop and provide relevant, accurate, timely and informative internal....",https://www.tcorp.nsw.gov.au/resource/03052016%20Assistant%20Financial%20Controller.pdf,https://www.tcorp.nsw.gov.au/resource/03052016%20Assistant%20Financial%20Controller.pdf,New South Wales Treasury Corporation (TCorp),"$2,500 - $6,500 a week",2500 - 6500,a week,2500,6500,,,,,,,01-05-2016_16:00,Just posted,,,,,,,
162426,Contributing Writer,Australia,We'd love to really get to know you so if you have any relevant blogs or social media accounts that demonstrate your writing style or creativity please include...,https://www.pedestrian.tv/jobs/media-publishing/contributing-writer/9c93169a-1dbd-4ec9-9032-b17d21fd4698.htm?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,https://www.pedestrian.tv/jobs/media-publishing/contributing-writer/9c93169a-1dbd-4ec9-9032-b17d21fd4698.htm,[D]RAFT,,,,,,todraftcontributors@gmail.com,,,,,,01-05-2016_16:00,Just posted,"Lifestyle Merchants
Student Flights
Talent Camera
We can't wait hear from you.
Send all submissions todraftcontributors@gmail.com.
Please note:as this magazine is run by a core team of university students and this is it's first issue, we are unable to pay for your contributions however writing for [D]RAFT is an excellent opportunity to gain valuable experience and have your work published.
Email us and pitch two article ideas. Be sure to also share a bit about yourself.We'd love to really get to know you so if you have any relevant blogs or social media accounts that demonstrate your writing style or creativity please include those as well.
Keen to apply? Here's what you need to do:
If you feel you fit this position and have something to say we'd love to hear from you.
The role:[D]RAFT magazine is on the hunt for other talented young writers to feature in our inaugural issue. Basically we're looking for young writers who want their voices to be heard. Is there a particular issue or topic you're passionate about and wish to educate your peers on? This may be the heavily debated asylum seekers debate, marriage equality, or even a particular organisation or charity which you believe needs our attention.
Who are we?:[D]RAFT Magazine is a print publication written by young people for young people. We're tackling political and social issues one article at a time; as well as shedding light on pressing global issues. More than anything, this magazine exists as a platform to showcase untapped talented youth.
Listed by [D]RAFT
",,,,,,
